Model,Dataset,x,y,modality,category
ALIGN,mscoco,6.76,4.98,text,crash helmet
ALIGN,mscoco,-0.67,4.29,text,crash helmet
ALIGN,mscoco,-0.78,5.06,text,crash helmet
ALIGN,mscoco,6.36,2.24,text,crash helmet
ALIGN,mscoco,3.05,4.81,text,crash helmet
ALIGN,mscoco,-0.25,5.17,text,crash helmet
ALIGN,mscoco,5.90,4.57,text,crash helmet
ALIGN,mscoco,-0.10,5.25,text,crash helmet
ALIGN,mscoco,5.67,5.79,text,crash helmet
ALIGN,mscoco,0.44,7.38,text,crash helmet
ALIGN,mscoco,-1.91,6.12,text,crash helmet
ALIGN,mscoco,4.67,5.40,text,crash helmet
ALIGN,mscoco,-1.79,5.44,text,crash helmet
ALIGN,mscoco,2.35,8.82,text,crash helmet
ALIGN,mscoco,6.47,1.69,text,crash helmet
ALIGN,mscoco,0.67,5.83,text,crash helmet
ALIGN,mscoco,0.68,6.14,text,crash helmet
