Model,Dataset,Pair Modality,Pair Type,Cosine Similarity
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.62438786
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.7286878
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.8265606
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.52596986
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.81072867
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.7943802
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.6050391
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.7063637
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.9002533
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.65567195
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.42009062
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.6658723
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.6030054
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.6584654
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.7610645
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.39820656
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.44873762
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.53380847
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.5740418
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.8200681
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.45681745
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.7998185
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.63814723
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.7014428
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.31436676
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.57884073
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.7471301
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.65532017
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.61054885
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.63637984
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.33516562
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.7227997
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.6644678
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.7683401
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.8192878
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.4605233
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.60935605
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.76785773
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.51669204
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.7813762
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.79992723
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.71678925
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.6345235
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.6141305
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.66820484
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.58829975
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.81800395
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.6450279
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.6373654
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.49980974
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.60624844
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.45918941
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.72343457
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.5471065
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.71260816
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.7916907
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.48243046
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.661344
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.6152836
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.56035817
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.48469484
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.45196506
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.74049985
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.88964224
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.63399076
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.7208179
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.40527037
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.57782674
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.6461102
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.6461538
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.7561548
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.7467576
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.49666452
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.4906445
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.66507244
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.28133053
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.7168292
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.56449914
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.6392566
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.62015676
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.6079354
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.7082132
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.66111505
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.79773915
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.47536483
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.6644865
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.5137696
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.63567233
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.7668539
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.5134413
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.5545475
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.6292133
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.60982984
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.68916804
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.68848026
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.5348699
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.59195304
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.38891187
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.7534859
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.46726343
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.6386318
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.7396679
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.7095244
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.7576777
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.7130657
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.4690414
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.60948384
CLIP_ViT-B32,mscoco,Txt-Txt,Pos,0.58396435
