Model,Dataset,Pair Modality,Pair Type,Cosine Similarity
FLAVA,mscoco,Txt-Txt,Pos,0.5752127
FLAVA,mscoco,Txt-Txt,Pos,0.5151715
FLAVA,mscoco,Txt-Txt,Pos,0.74598706
FLAVA,mscoco,Txt-Txt,Pos,0.3182447
FLAVA,mscoco,Txt-Txt,Pos,0.36957297
FLAVA,mscoco,Txt-Txt,Pos,0.39502135
FLAVA,mscoco,Txt-Txt,Pos,0.58247834
FLAVA,mscoco,Txt-Txt,Pos,0.6226194
FLAVA,mscoco,Txt-Txt,Pos,0.7427595
FLAVA,mscoco,Txt-Txt,Pos,0.5571948
FLAVA,mscoco,Txt-Txt,Pos,0.7683805
FLAVA,mscoco,Txt-Txt,Pos,0.7963753
FLAVA,mscoco,Txt-Txt,Pos,0.76132923
FLAVA,mscoco,Txt-Txt,Pos,0.869433
FLAVA,mscoco,Txt-Txt,Pos,0.6498356
FLAVA,mscoco,Txt-Txt,Pos,0.69627774
FLAVA,mscoco,Txt-Txt,Pos,0.6308596
FLAVA,mscoco,Txt-Txt,Pos,0.7085341
FLAVA,mscoco,Txt-Txt,Pos,0.71060264
FLAVA,mscoco,Txt-Txt,Pos,0.7721311
FLAVA,mscoco,Txt-Txt,Pos,0.7854525
