Model,Dataset,x,y,modality,category
CyCLIP,mscoco,7.94,6.57,text,steam locomotive
CyCLIP,mscoco,6.98,9.18,text,steam locomotive
CyCLIP,mscoco,5.97,4.34,text,steam locomotive
CyCLIP,mscoco,9.63,6.04,text,steam locomotive
CyCLIP,mscoco,5.69,2.90,text,steam locomotive
CyCLIP,mscoco,6.15,5.12,text,steam locomotive
CyCLIP,mscoco,8.82,3.76,text,steam locomotive
CyCLIP,mscoco,0.84,-11.10,text,steam locomotive
CyCLIP,mscoco,7.95,6.97,text,steam locomotive
CyCLIP,mscoco,9.26,9.65,text,steam locomotive
CyCLIP,mscoco,7.44,5.75,text,steam locomotive
